Id_Produto,Nome do Produto,Tipo do Produto,Descrição,Preço de Custo,Porcentagem de Lucro,Preço de Venda,Quantidade em Estoque,Imagem do Produto,ID_Barcode,Sequência_Brinco,Sequência_Anel,Sequência_Pulseira,Sequência_Cordao ,Sequência_Conjunto,Sequência_Tornozeleira,Disponibilidade,ID_VENDEDORA
67CE72,BR1137,BRINCOS,DM,36,"3,5","R$ 126,00",1,Produtos_Images/67CE72.Imagem do Produto.012111.jpg,,1137,,,,,,,
795188,BR1138,BRINCOS,DM,22,"3,5","R$ 77,00",1,Produtos_Images/795188.Imagem do Produto.012434.jpg,,1138,,,,,,,
816CEE,BR1139,BRINCOS,DM,28,"3,5","R$ 98,00",1,Produtos_Images/816CEE.Imagem do Produto.012615.jpg,,1139,,,,,,,
62EB96,BR1140,BRINCOS,DM,36,"3,5","R$ 126,00",1,Produtos_Images/62EB96.Imagem do Produto.012846.jpg,,1140,,,,,,,
A72804,BR1141,BRINCOS,DM,54,"3,5","R$ 189,00",1,Produtos_Images/A72804.Imagem do Produto.013113.jpg,,1141,,,,,,,
D053F3,BR1142,BRINCOS,DM,32,"3,5","R$ 112,00",1,Produtos_Images/D053F3.Imagem do Produto.013410.jpg,,1142,,,,,,,
3B96E3,BR1143,BRINCOS,DM,34,"3,5","R$ 119,00",1,Produtos_Images/3B96E3.Imagem do Produto.013603.jpg,,1143,,,,,,,
4081EB,BR1144,BRINCOS,DM,33,"3,9","R$ 128,70",1,Produtos_Images/4081EB.Imagem do Produto.013832.jpg,,1144,,,,,,,
9FEBF3,BR1145,BRINCOS,WF,38,4,"R$ 152,00",1,Produtos_Images/9FEBF3.Imagem do Produto.172301.jpg,,1145,,,,,,,
94AAD3,BR1146,BRINCOS,WF,18,"3,8","R$ 68,40",2,Produtos_Images/94AAD3.Imagem do Produto.175248.jpg,,1146,,,,,,,
DBB2DA,BR1147,BRINCOS,WF,18,4,"R$ 72,00",3,Produtos_Images/DBB2DA.Imagem do Produto.175357.jpg,,1147,,,,,,,
D4A3AA,BR1148,BRINCOS,WF,17,4,"R$ 68,00",2,Produtos_Images/D4A3AA.Imagem do Produto.182654.jpg,,1148,,,,,,,
EF443B,BR1149,BRINCOS,WF,18,4,"R$ 72,00",2,Produtos_Images/EF443B.Imagem do Produto.183417.jpg,,1149,,,,,,,
463915,BR1150,BRINCOS,WF,13,4,"R$ 52,00",2,Produtos_Images/463915.Imagem do Produto.184321.jpg,,1150,,,,,,,
48D60F,BR1151,BRINCOS,WF,14,"4,15","R$ 58,10",2,Produtos_Images/48D60F.Imagem do Produto.185246.jpg,,1151,,,,,,,
818FE2,BR1152,BRINCOS,WF,15,"3,95","R$ 59,25",5,Produtos_Images/818FE2.Imagem do Produto.190011.jpg,,1152,,,,,,,
57A42C,BR1153,BRINCOS,WF,14,"4,2","R$ 58,80",4,Produtos_Images/57A42C.Imagem do Produto.191558.jpg,,1153,,,,,,,
64CC0F,BR1154,BRINCOS,WF,16,4,"R$ 64,00",2,Produtos_Images/64CC0F.Imagem do Produto.192238.jpg,,1154,,,,,,,
DE1507,BR1155,BRINCOS,WF,19,4,"R$ 76,00",2,Produtos_Images/DE1507.Imagem do Produto.192556.jpg,,1155,,,,,,,
8D389C,BR1156,BRINCOS,WF,17,4,"R$ 68,00",3,Produtos_Images/8D389C.Imagem do Produto.193018.jpg,,1156,,,,,,,
82EABD,BR1157,BRINCOS,WF,23,"3,45","R$ 79,35",3,Produtos_Images/82EABD.Imagem do Produto.193416.jpg,,1157,,,,,,,
F4B841,BR1158,BRINCOS,WF,18,4,"R$ 72,00",2,Produtos_Images/F4B841.Imagem do Produto.193753.jpg,,1158,,,,,,,
1ABCF3,BR1159,BRINCOS,WF,34,4,"R$ 136,00",1,Produtos_Images/1ABCF3.Imagem do Produto.194107.jpg,,1159,,,,,,,
91F48E,BR1160,BRINCOS,WF,32,4,"R$ 128,00",1,Produtos_Images/91F48E.Imagem do Produto.194259.jpg,,1160,,,,,,,
2DAE34,BR1161,BRINCOS,WF,31,4,"R$ 124,00",1,Produtos_Images/2DAE34.Imagem do Produto.194800.jpg,,1161,,,,,,,
4A016A,BR1162,BRINCOS,WF,25,5,"R$ 125,00",1,Produtos_Images/4A016A.Imagem do Produto.195145.jpg,,1162,,,,,,,
BA085C,BR1163,BRINCOS,WF,21,4,"R$ 84,00",2,Produtos_Images/BA085C.Imagem do Produto.195650.jpg,,1163,,,,,,,
B66974,BR1164,BRINCOS,WF,34,4,"R$ 136,00",1,Produtos_Images/B66974.Imagem do Produto.200447.jpg,,1164,,,,,,,
712C53,BR1165,BRINCOS,WF,25,"3,9","R$ 97,50",1,Produtos_Images/712C53.Imagem do Produto.200949.jpg,,1165,,,,,,,
02DC7F,BR1166,BRINCOS,WF,28,4,"R$ 112,00",1,Produtos_Images/02DC7F.Imagem do Produto.201040.jpg,,1166,,,,,,,
0F8C02,BR1167,BRINCOS,WF,22,5,"R$ 110,00",2,Produtos_Images/0F8C02.Imagem do Produto.201811.jpg,,1167,,,,,,,
3202D6,BR1168,BRINCOS,WF,26,"4,5","R$ 117,00",1,Produtos_Images/3202D6.Imagem do Produto.202224.jpg,,1168,,,,,,,
F8A1AE,BR1169,BRINCOS,WF,28,5,"R$ 140,00",1,Produtos_Images/F8A1AE.Imagem do Produto.202545.jpg,,1169,,,,,,,
E746F6,BR1170,BRINCOS,WF,23,"5,5","R$ 126,50",1,Produtos_Images/E746F6.Imagem do Produto.202831.jpg,,1170,,,,,,,
0A66C2,BR1171,BRINCOS,WF,19,"4,7","R$ 89,30",2,Produtos_Images/0A66C2.Imagem do Produto.203209.jpg,,1171,,,,,,,
6F33B6,BR1172,BRINCOS,WF,49,"3,5","R$ 171,50",1,Produtos_Images/6F33B6.Imagem do Produto.203630.jpg,,1172,,,,,,,
1A2CCC,BR1173,BRINCOS,WF,19,"4,2","R$ 79,80",2,Produtos_Images/1A2CCC.Imagem do Produto.210157.jpg,,1173,,,,,,,
772033,BR1174,BRINCOS,WF,19,4,"R$ 76,00",1,Produtos_Images/772033.Imagem do Produto.224745.jpg,,1174,,,,,,,
CD9086,BR1175,BRINCOS,WF,19,"4,5","R$ 85,50",1,Produtos_Images/CD9086.Imagem do Produto.225049.jpg,,1175,,,,,,,
4106CC,BR1176,BRINCOS,WF,17,4,"R$ 68,00",1,Produtos_Images/4106CC.Imagem do Produto.225548.jpg,,1176,,,,,,,
EFE1A2,BR1177,BRINCOS,WF,19,"4,2","R$ 79,80",1,Produtos_Images/EFE1A2.Imagem do Produto.225808.jpg,,1177,,,,,,,
74A563,BR1178,BRINCOS,WF,19,4,"R$ 76,00",2,Produtos_Images/74A563.Imagem do Produto.230017.jpg,,1178,,,,,,,
FCA881,BR1179,BRINCOS,WF,15,"3,5","R$ 52,50",1,Produtos_Images/FCA881.Imagem do Produto.230333.jpg,,1179,,,,,,,
B3B951,BR1180,BRINCOS,WF,19,4,"R$ 76,00",1,Produtos_Images/B3B951.Imagem do Produto.230721.jpg,,1180,,,,,,,
DF2AAB,BR1181,BRINCOS,WF,19,4,"R$ 76,00",1,Produtos_Images/DF2AAB.Imagem do Produto.231055.jpg,,1181,,,,,,,
E93F1B,BR1182,BRINCOS,WF,15,4,"R$ 60,00",1,Produtos_Images/E93F1B.Imagem do Produto.231739.jpg,,1182,,,,,,,
20E2FE,BR1183,BRINCOS,WF,19,4,"R$ 76,00",1,Produtos_Images/20E2FE.Imagem do Produto.232258.jpg,,1183,,,,,,,
486AF3,BR1184,BRINCOS,WF,23,4,"R$ 92,00",1,Produtos_Images/486AF3.Imagem do Produto.232745.jpg,,1184,,,,,,,
261CDB,BR1185,BRINCOS,WF,21,4,"R$ 84,00",1,Produtos_Images/261CDB.Imagem do Produto.233011.jpg,,1185,,,,,,,
8B2FEB,BR1186,BRINCOS,WF,16,4,"R$ 64,00",1,Produtos_Images/8B2FEB.Imagem do Produto.184412.jpg,,1186,,,,,,,
EF7105,BR1187,BRINCOS,WF,23,"3,9","R$ 89,70",1,Produtos_Images/EF7105.Imagem do Produto.184537.jpg,,1187,,,,,,,
D9406C,BR1188,BRINCOS,WF,21,4,"R$ 84,00",1,Produtos_Images/D9406C.Imagem do Produto.185029.jpg,,1188,,,,,,,
CDCCB8,BR1189,BRINCOS,WF,21,4,"R$ 84,00",1,Produtos_Images/CDCCB8.Imagem do Produto.193454.jpg,,1189,,,,,,,
05ABB1,BR1190,BRINCOS,WF,22,4,"R$ 88,00",1,Produtos_Images/05ABB1.Imagem do Produto.193723.jpg,,1190,,,,,,,
C2075E,BR1191,BRINCOS,WF,19,"3,6","R$ 68,40",1,Produtos_Images/C2075E.Imagem do Produto.194003.jpg,,1191,,,,,,,
56987D,BR1192,BRINCOS,WF,18,4,"R$ 72,00",1,Produtos_Images/56987D.Imagem do Produto.194311.jpg,,1192,,,,,,,
52F952,BR1193,BRINCOS,WF,39,"3,55","R$ 138,45",1,Produtos_Images/52F952.Imagem do Produto.194816.jpg,,1193,,,,,,,
2CA52E,BR1194,BRINCOS,WF,15,"3,95","R$ 59,25",1,Produtos_Images/2CA52E.Imagem do Produto.195044.jpg,,1194,,,,,,,
12B194,BR1195,BRINCOS,WF,21,"3,8","R$ 79,80",1,Produtos_Images/12B194.Imagem do Produto.195552.jpg,,1195,,,,,,,
D09F7D,BR1196,BRINCOS,WF,29,"3,4","R$ 98,60",1,Produtos_Images/D09F7D.Imagem do Produto.200004.jpg,,1196,,,,,,,
3C2B88,BR1197,BRINCOS,FB,11,7,"R$ 77,00",1,Produtos_Images/3C2B88.Imagem do Produto.201029.jpg,,1197,,,,,,,
6C7588,BR1198,BRINCOS,WF,5,"7,5","R$ 37,50",1,Produtos_Images/6C7588.Imagem do Produto.201729.jpg,,1198,,,,,,,
180F5A,BR1199,BRINCOS,FB,5,9,"R$ 45,00",1,Produtos_Images/180F5A.Imagem do Produto.202128.jpg,,1199,,,,,,,
D55B65,BR1200,BRINCOS,FB,5,"7,5","R$ 37,50",1,Produtos_Images/D55B65.Imagem do Produto.202407.jpg,,1200,,,,,,,
041D4C,BR1201,BRINCOS,FB,15,"6,6","R$ 99,00",1,Produtos_Images/041D4C.Imagem do Produto.203501.jpg,,1201,,,,,,,
CB3DB9,BR1202,BRINCOS,FB,10,7,"R$ 70,00",1,Produtos_Images/CB3DB9.Imagem do Produto.203911.jpg,,1202,,,,,,,
C03C46,BR1203,BRINCOS,FB,16,7,"R$ 112,00",1,Produtos_Images/C03C46.Imagem do Produto.205858.jpg,,1203,,,,,,,
9FFC14,BR1204,BRINCOS,FB,15,8,"R$ 120,00",1,Produtos_Images/9FFC14.Imagem do Produto.212800.jpg,,1204,,,,,,,
82EE75,BR1205,BRINCOS,FB,12,7,"R$ 84,00",1,Produtos_Images/82EE75.Imagem do Produto.213138.jpg,,1205,,,,,,,
61BF4A,BR1206,BRINCOS,FB,15,"6,6","R$ 99,00",1,Produtos_Images/61BF4A.Imagem do Produto.213602.jpg,,1206,,,,,,,
9F858B,BR1207,BRINCOS,FB,12,"7,2","R$ 86,40",1,Produtos_Images/9F858B.Imagem do Produto.213957.jpg,,1207,,,,,,,
F4E225,BR1208,BRINCOS,FB,8,7,"R$ 56,00",1,Produtos_Images/F4E225.Imagem do Produto.214244.jpg,,1208,,,,,,,
F41B65,BR1209,BRINCOS,FB,13,7,"R$ 91,00",1,Produtos_Images/F41B65.Imagem do Produto.224647.jpg,,1209,,,,,,,
4909F6,CD0628,CORDÕES,FB,29,"6,5","R$ 188,50",1,Produtos_Images/4909F6.Imagem do Produto.225115.jpg,,,,,628,,,,
CE425C,CD0629,CORDÕES,FB,16,7,"R$ 112,00",1,Produtos_Images/CE425C.Imagem do Produto.225202.jpg,,,,,629,,,,
D8097B,CJ0202,CONJUNTOS,FB,31,"6,4","R$ 198,40",1,Produtos_Images/D8097B.Imagem do Produto.225552.jpg,,,,,,202,,,
E01042,AN0366,ANÉIS,JL,55,"3,6","R$ 198,00",1,Produtos_Images/E01042.Imagem do Produto.233327.jpg,,,366,,,,,,
439F44,AN0367,ANÉIS,JL,53,"3,7","R$ 196,10",1,Produtos_Images/439F44.Imagem do Produto.233619.jpg,,,367,,,,,,
AF0505,AN0368,ANÉIS,JL,53,4,"R$ 212,00",1,Produtos_Images/AF0505.Imagem do Produto.234253.jpg,,,368,,,,,,
5214C8,AN0369,ANÉIS,JL,45,4,"R$ 180,00",2,Produtos_Images/5214C8.Imagem do Produto.234333.jpg,,,369,,,,,,
B934CB,AN0370,ANÉIS,JL,47,4,"R$ 188,00",1,Produtos_Images/B934CB.Imagem do Produto.234444.jpg,,,370,,,,,,
7D3F39,AN0371,ANÉIS,JL,95,"3,5","R$ 332,50",1,Produtos_Images/7D3F39.Imagem do Produto.234653.jpg,,,371,,,,,,
563716,AN0372,ANÉIS,JL,45,4,"R$ 180,00",1,Produtos_Images/563716.Imagem do Produto.234712.jpg,,,372,,,,,,
A475D3,AN0373,ANÉIS,JL,79,4,"R$ 316,00",1,Produtos_Images/A475D3.Imagem do Produto.234846.jpg,,,373,,,,,,
28E27C,AN0374,ANÉIS,JL,45,4,"R$ 180,00",1,Produtos_Images/28E27C.Imagem do Produto.235002.jpg,,,374,,,,,,
79CD24,AN0375,ANÉIS,JL,51,4,"R$ 204,00",2,Produtos_Images/79CD24.Imagem do Produto.235212.jpg,,,375,,,,,,
D4E28E,AN0376,ANÉIS,JL,34,4,"R$ 136,00",1,Produtos_Images/D4E28E.Imagem do Produto.235335.jpg,,,376,,,,,,
D89BC9,AN0377,ANÉIS,JL,36,4,"R$ 144,00",1,Produtos_Images/D89BC9.Imagem do Produto.235506.jpg,,,377,,,,,,
F29DE0,AN0378,ANÉIS,JL,32,4,"R$ 128,00",1,Produtos_Images/F29DE0.Imagem do Produto.235623.jpg,,,378,,,,,,
1DB8A8,AN0379,ANÉIS,JL,47,4,"R$ 188,00",1,Produtos_Images/1DB8A8.Imagem do Produto.235727.jpg,,,379,,,,,,
BACC8F,PUL0381,PULSEIRAS,JL,29,4,"R$ 116,00",1,Produtos_Images/BACC8F.Imagem do Produto.235950.jpg,,,380,381,,,,,
F1A130,PUL0382,PULSEIRAS,DM,43,4,"R$ 172,00",1,Produtos_Images/F1A130.Imagem do Produto.000305.jpg,,,380,382,,,,,
31EB0C,PUL0383,PULSEIRAS,SF,37,4,"R$ 148,00",1,Produtos_Images/31EB0C.Imagem do Produto.000548.jpg,,,380,383,,,,,
65C697,AN0380,ANÉIS,WF,115,3,"R$ 345,00",1,Produtos_Images/65C697.Imagem do Produto.124050.jpg,,1210,380,,,,,,
6824C1,CD0630,CORDÕES,JL,62,4,"R$ 248,00",1,Produtos_Images/6824C1.Imagem do Produto.125100.jpg,,1210,,384,630,,,,
3055F3,CD0631,CORDÕES,JL,62,4,"R$ 248,00",1,Produtos_Images/3055F3.Imagem do Produto.125733.jpg,,,,,631,,,,
B66971,CJ0203,CONJUNTOS,DM,79,"3,5","R$ 276,50",1,Produtos_Images/B66971.Imagem do Produto.165222.jpg,,,,,,203,,,
2C4B1E,CJ0204,CONJUNTOS,DM,137,"3,5","R$ 479,50",1,Produtos_Images/2C4B1E.Imagem do Produto.165358.jpg,,,,,,204,,,
05AC5A,CD0632,CORDÕES,DM,45,"3,5","R$ 157,50",1,Produtos_Images/05AC5A.Imagem do Produto.165657.jpg,,,,,632,205,,,
4F957E,BR1210,BRINCOS,DM,28,"3,5","R$ 98,00",1,Produtos_Images/4F957E.Imagem do Produto.170121.jpg,,1210,,,,,,,
F438C1,BR1211,BRINCOS,DM,47,"3,5","R$ 164,50",1,Produtos_Images/F438C1.Imagem do Produto.171030.jpg,,1211,,,,,,,
64BC90,BR1212,BRINCOS,DM,39,"3,5","R$ 136,50",1,Produtos_Images/64BC90.Imagem do Produto.171621.jpg,,1212,,,,,,,
146113,BR1213,BRINCOS,DM,59,"3,3","R$ 194,70",1,Produtos_Images/146113.Imagem do Produto.171839.jpg,,1213,,,,,,,
79BFB2,BR1214,BRINCOS,DM,29,"3,65","R$ 105,85",1,Produtos_Images/79BFB2.Imagem do Produto.172116.jpg,,1214,,,,,,,
2DC4E1,BR1215,BRINCOS,DM,33,"3,5","R$ 115,50",1,Produtos_Images/2DC4E1.Imagem do Produto.172414.jpg,,1215,,,,,,,
E9BEEA,BR1216,BRINCOS,DM,29,"3,8","R$ 110,20",1,Produtos_Images/E9BEEA.Imagem do Produto.172610.jpg,,1216,,,,,,,
D8CBD5,CD0633,CORDÕES,JL,43,"3,95","R$ 169,85",1,Produtos_Images/D8CBD5.Imagem do Produto.190149.jpg,,,,,633,,,,
EF28BF,CD0634,CORDÕES,JL,37,4,"R$ 148,00",1,Produtos_Images/EF28BF.Imagem do Produto.190443.jpg,,,,,634,,,,
DECA56,CD0635,CORDÕES,JL,42,4,"R$ 168,00",1,Produtos_Images/DECA56.Imagem do Produto.191007.jpg,,,,,635,,,,
155AD6,CD0636,CORDÕES,JL,63,4,"R$ 252,00",1,Produtos_Images/155AD6.Imagem do Produto.191715.jpg,,,,,636,,,,
8536DF,CD0637,CORDÕES,JL,45,4,"R$ 180,00",1,Produtos_Images/8536DF.Imagem do Produto.191828.jpg,,,,,637,,,,
FEA24A,CD0638,CORDÕES,JL,39,4,"R$ 156,00",1,Produtos_Images/FEA24A.Imagem do Produto.192218.jpg,,,,,638,,,,
0DB6AB,CD0639,CORDÕES,JL,55,4,"R$ 220,00",1,Produtos_Images/0DB6AB.Imagem do Produto.192540.jpg,,,,,639,,,,
7EDE28,CD0640,CORDÕES,JL,51,"3,9","R$ 198,90",1,Produtos_Images/7EDE28.Imagem do Produto.200620.jpg,,,,,640,,,,
70F57F,CD0641,CORDÕES,JL,45,4,"R$ 180,00",1,Produtos_Images/70F57F.Imagem do Produto.201044.jpg,,,,,641,,,,
7D62BB,CD0642,CORDÕES,JL,63,4,"R$ 252,00",1,Produtos_Images/7D62BB.Imagem do Produto.201442.jpg,,,,,642,,,,
1D97C4,CJ0205,CONJUNTOS,JL,32,5,"R$ 160,00",1,Produtos_Images/1D97C4.Imagem do Produto.201842.jpg,,,,,643,205,,,
99E32E,CD0643,CORDÕES,JL,51,"3,9","R$ 198,90",1,Produtos_Images/99E32E.Imagem do Produto.202314.jpg,,,,,643,,,,
D19F73,CD0644,CORDÕES,JL,25,"3,8","R$ 95,00",1,Produtos_Images/D19F73.Imagem do Produto.202422.jpg,,,,,644,,,,
BFC909,CD0645,CORDÕES,JL,63,4,"R$ 252,00",1,Produtos_Images/BFC909.Imagem do Produto.203317.jpg,,,,,645,,,,
3F0724,CD0646,CORDÕES,JL,67,"3,5","R$ 234,50",1,Produtos_Images/3F0724.Imagem do Produto.203905.jpg,,,,,646,,,,
099574,CD0647,CORDÕES,JL,45,"3,7","R$ 166,50",1,Produtos_Images/099574.Imagem do Produto.204001.jpg,,,,,647,,,,
A673C4,CD0648,CORDÕES,JL,47,4,"R$ 188,00",4,Produtos_Images/A673C4.Imagem do Produto.204519.jpg,,,,,648,,,,
D52309,CD0649,CORDÕES,JL,37,4,"R$ 148,00",1,Produtos_Images/D52309.Imagem do Produto.205022.jpg,,,,,649,,,,
998FCC,CD0650,CORDÕES,JL,46,4,"R$ 184,00",1,Produtos_Images/998FCC.Imagem do Produto.205213.jpg,,,,,650,,,,
19EA27,CD0651,CORDÕES,JL,19,4,"R$ 76,00",1,Produtos_Images/19EA27.Imagem do Produto.205405.jpg,,,,,651,,,,
BE24E4,CD0652,CORDÕES,JL,45,"3,95","R$ 177,75",2,Produtos_Images/BE24E4.Imagem do Produto.205619.jpg,,,,,652,,,,
1F3B3E,CJ0206,CONJUNTOS,JL,45,4,"R$ 180,00",1,Produtos_Images/1F3B3E.Imagem do Produto.211313.jpg,,,,,653,206,,,
268907,CD0653,CORDÕES,JL,63,4,"R$ 252,00",1,Produtos_Images/268907.Imagem do Produto.211350.jpg,,,,,653,,,,
AFCB44,PUL0384,PULSEIRAS,JL,59,4,"R$ 236,00",1,Produtos_Images/AFCB44.Imagem do Produto.222536.jpg,,,,384,,,,,
0E5ADA,PUL0385,PULSEIRAS,JL,42,"3,8","R$ 159,60",1,Produtos_Images/0E5ADA.Imagem do Produto.222922.jpg,,,,385,,,,,
51DC9D,PUL0386,PULSEIRAS,JL,71,"3,5","R$ 248,50",1,Produtos_Images/51DC9D.Imagem do Produto.223423.jpg,,,,386,,,,,
E18DCD,PUL0387,PULSEIRAS,JL,47,"3,9","R$ 183,30",1,Produtos_Images/E18DCD.Imagem do Produto.223504.jpg,,,,387,,,,,
DB8021,PUL0388,PULSEIRAS,JL,27,"4,3","R$ 116,10",1,Produtos_Images/DB8021.Imagem do Produto.223939.jpg,,,,388,,,,,
8CE459,PUL0389,PULSEIRAS,JL,47,"3,5","R$ 164,50",1,Produtos_Images/8CE459.Imagem do Produto.224058.jpg,,,,389,,,,,
66625B,PUL0390,PULSEIRAS,JL,35,4,"R$ 140,00",1,Produtos_Images/66625B.Imagem do Produto.224638.jpg,,,,390,,,,,
9230A7,PUL0391,PULSEIRAS,JL,43,4,"R$ 172,00",1,Produtos_Images/9230A7.Imagem do Produto.224811.jpg,,,,391,,,,,
68F1C6,PUL0392,PULSEIRAS,JL,29,4,"R$ 116,00",1,Produtos_Images/68F1C6.Imagem do Produto.224912.jpg,,,,392,,,,,
9A6149,PUL0393,PULSEIRAS,JL,40,"3,9","R$ 156,00",1,Produtos_Images/9A6149.Imagem do Produto.225339.jpg,,,,393,,,,,
BB5DA7,PUL0394,PULSEIRAS,JL,27,"4,5","R$ 121,50",1,Produtos_Images/BB5DA7.Imagem do Produto.225504.jpg,,,,394,,,,,
A35C27,PUL0395,PULSEIRAS,JL,39,4,"R$ 156,00",1,Produtos_Images/A35C27.Imagem do Produto.225738.jpg,,,,395,,,,,
B0F308,PUL0396,PULSEIRAS,JL,33,4,"R$ 132,00",1,Produtos_Images/B0F308.Imagem do Produto.225812.jpg,,,,396,,,,,
84C38B,PUL0397,PULSEIRAS,JL,63,"3,5","R$ 220,50",1,Produtos_Images/84C38B.Imagem do Produto.230120.jpg,,,,397,,,,,
F5BCA9,PUL0398,PULSEIRAS,JL,29,4,"R$ 116,00",1,Produtos_Images/F5BCA9.Imagem do Produto.230326.jpg,,,,398,,,,,
7D5EE9,PUL0399,PULSEIRAS,JL,"29,5",4,"R$ 118,00",1,Produtos_Images/7D5EE9.Imagem do Produto.230708.jpg,,,,399,,,,,
1E5XET,PUL0400,PULSEIRAS,JL,65,3,"R$ 195,00",1,Produtos_Images/9664E3.Imagem do Produto.230942.jpg,,,,400,,,,,
555AFA,PUL0401,PULSEIRAS,JL,29,4,"R$ 116,00",1,Produtos_Images/555AFA.Imagem do Produto.231020.jpg,,,,401,,,,,
4D0E53,PUL0402,PULSEIRAS,JL,33,4,"R$ 132,00",1,Produtos_Images/4D0E53.Imagem do Produto.231317.jpg,,,,402,,,,,
507F7A,PUL0403,PULSEIRAS,JL,57,4,"R$ 228,00",1,Produtos_Images/507F7A.Imagem do Produto.232101.jpg,,,,403,,,,,
3FEF6B,PUL0404,PULSEIRAS,JL,19,4,"R$ 76,00",1,Produtos_Images/3FEF6B.Imagem do Produto.232203.jpg,,,,404,,,,,
2DDCE2,CD0654,CORDÕES,JL,46,4,"R$ 184,00",1,Produtos_Images/2DDCE2.Imagem do Produto.170513.jpg,,,,,654,,,,
BF25C0,CD0655,CORDÕES,JL,32,4,"R$ 128,00",1,Produtos_Images/BF25C0.Imagem do Produto.170903.jpg,,,,,655,,,,
D3CDB1,CD0656,CORDÕES,34,34,4,"R$ 136,00",1,Produtos_Images/D3CDB1.Imagem do Produto.170955.jpg,,,,,656,,,,
FB6DE1,CD0657,CORDÕES,JL,55,4,"R$ 220,00",1,Produtos_Images/FB6DE1.Imagem do Produto.171345.jpg,,,,,657,,,,
972CCF,CD0658,CORDÕES,JL,53,4,"R$ 212,00",1,Produtos_Images/972CCF.Imagem do Produto.171754.jpg,,,,,658,,,,
265534,CD0659,CORDÕES,JL,43,4,"R$ 172,00",1,Produtos_Images/265534.Imagem do Produto.171953.jpg,,,,,659,,,,
ACF8D1,CD0660,CORDÕES,JL,67,4,"R$ 268,00",2,Produtos_Images/ACF8D1.Imagem do Produto.172056.jpg,,,,,660,,,,
D4DB87,CD0661,CORDÕES,JL,19,4,"R$ 76,00",1,Produtos_Images/D4DB87.Imagem do Produto.172448.jpg,,,,,661,,,,
199302,CD0662,CORDÕES,JL,75,"3,5","R$ 262,50",1,Produtos_Images/199302.Imagem do Produto.172703.jpg,,,,,662,,,,
3772B5,CD0663,CORDÕES,JL,34,4,"R$ 136,00",1,Produtos_Images/3772B5.Imagem do Produto.172901.jpg,,,,,663,,,,
076CD8,CD0664,CORDÕES,JL,48,4,"R$ 192,00",1,Produtos_Images/076CD8.Imagem do Produto.172944.jpg,,,,,664,,,,
6C794B,CD0665,CORDÕES,JL,51,4,"R$ 204,00",1,Produtos_Images/6C794B.Imagem do Produto.173146.jpg,,,,,665,,,,
4112C5,CD0666,CORDÕES,JL,39,4,"R$ 156,00",1,Produtos_Images/4112C5.Imagem do Produto.173453.jpg,,,,,666,,,,
8BC740,CD0667,CORDÕES,JL,82,4,"R$ 328,00",1,Produtos_Images/8BC740.Imagem do Produto.173541.jpg,,,,,667,,,,
601DF1,PUL0405,PULSEIRAS,JL,67,4,"R$ 268,00",1,Produtos_Images/601DF1.Imagem do Produto.174549.jpg,,,,405,668,,,,
DB66E5,PUL0406,PULSEIRAS,JL,62,4,"R$ 248,00",1,Produtos_Images/DB66E5.Imagem do Produto.174906.jpg,,,,406,,,,,
B414E1,PUL0407,PULSEIRAS,JL,62,4,"R$ 248,00",2,Produtos_Images/B414E1.Imagem do Produto.175257.jpg,,,,407,,,,,
18921E,PUL0408,PULSEIRAS,JL,62,4,"R$ 248,00",2,Produtos_Images/18921E.Imagem do Produto.175326.jpg,,,,408,,,,,
A4C5D0,BR1217,BRINCOS,JL,29,"3,4","R$ 98,60",1,Produtos_Images/A4C5D0.Imagem do Produto.182137.jpg,,1217,,,,,,,
2060AF,BR1218,BRINCOS,JL,26,4,"R$ 104,00",1,Produtos_Images/2060AF.Imagem do Produto.182622.jpg,,1218,,,,,,,
9ADE95,BR1219,BRINCOS,JL,41,4,"R$ 164,00",1,Produtos_Images/9ADE95.Imagem do Produto.182725.jpg,,1219,,,,,,,
D59F9E,BR1220,BRINCOS,JL,33,4,"R$ 132,00",1,Produtos_Images/D59F9E.Imagem do Produto.183518.jpg,,1220,,,,,,,
2A1818,BR1221,BRINCOS,JL,48,4,"R$ 192,00",1,Produtos_Images/2A1818.Imagem do Produto.183718.jpg,,1221,,,,,,,
F29311,BR1222,BRINCOS,JL,48,4,"R$ 192,00",1,Produtos_Images/F29311.Imagem do Produto.183846.jpg,,1222,,,,,,,
B59DAC,BR1223,BRINCOS,JL,32,4,"R$ 128,00",1,Produtos_Images/B59DAC.Imagem do Produto.184111.jpg,,1223,,,,,,,
E09504,BR1224,BRINCOS,JL,29,4,"R$ 116,00",1,Produtos_Images/E09504.Imagem do Produto.184843.jpg,,1224,,,,,,,
37EDAC,BR1225,BRINCOS,JL,25,"3,9","R$ 97,50",1,Produtos_Images/37EDAC.Imagem do Produto.185113.jpg,,1225,,,,,,,
46113F,BR1226,BRINCOS,JL,45,"3,9","R$ 175,50",1,Produtos_Images/46113F.Imagem do Produto.185401.jpg,,1226,,,,,,,
FECC2D,BR1227,BRINCOS,JL,18,4,"R$ 72,00",1,Produtos_Images/FECC2D.Imagem do Produto.185601.jpg,,1227,,,,,,,
2B7F52,BR1228,BRINCOS,JL,37,4,"R$ 148,00",1,Produtos_Images/2B7F52.Imagem do Produto.185801.jpg,,1228,,,,,,,
